Rock FM	https://icast.connectmedia.hu/5301/live.mp3	0
Rocker Rádió	https://radio.ch3.hu:8200/rocker.mp3	0
Roxy	https://s2.audiostream.hu/roxy_192k	0
Roxy Rádió	https://s2.audiostream.hu/roxy_192k	0
Slager FM	http://92.61.114.159:7812/slagerfm256.mp3	0
Soma FM Reggae	https://ice2.somafm.com/reggae-128-mp3	0
Spirit FM	https://s02.diazol.hu:10052/spweb1.mp3	0
Sunshine FM	http://stream.composeit.hu:8100/sunshine	0
SuperDJ	https://stream.diazol.hu:35150/stream	0
SuperDj Rádió	https://s03.diazol.hu:35152/stream	0
Teszt LapFox (320 VOR)	https://radio.lapfoxradio.com/radio/8000/stream-ogg-320.ogg	0
Teszt Laza Rádió (VOR)	http://stream.lazaradio.com:8100/live.ogg	0
Teszt liblwip csere	https://s2.euer.tv/audio320	0
Teszt Tilos (OPUS)	https://stream.tilos.hu/tilos.opus	0
The Beatles	https://stream.pcradio.ru/The_Beatles-hi	0
Tilos Rádió	http://stream.tilos.hu:80/tilos_128.mp3	0
WDWH-Roots of Rock	http://s4.voscast.com:8950/stream	0
Youventus (Hi-Fi)	http://s2.audiostream.hu:8090/juventus_FLAC	0
Zebradio	https://stream.zebradio.hu:8443/zebradio	0

